Key,File,Type,english
plantedAloe1_FF,blocks,Farming,"Aloe Vera (Seed, Rapid Growth)"
plantedAloe2_FF,blocks,Farming,"Aloe Vera (Growing, Rapid Growth)"
plantedAloe3_FF,blocks,Farming,"Aloe Vera (Rapid Growth)"
plantedAloe1_FFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRapid Growth: reaches maturity in a quarter of the time.\n\nA Hot Box is required to craft this."
plantedAloe1_FEschematic,blocks,Farming,"Aloe Vera (Seed, Fast Growth, Explosive) Recipe"
plantedAloe1_FE,blocks,Farming,"Aloe Vera (Seed, Fast Growth, Explosive)"
plantedAloe2_FE,blocks,Farming,"Aloe Vera (Growing, Fast Growth, Explosive)"
plantedAloe3_FE,blocks,Farming,"Aloe Vera (Fast Growth, Explosive)"
plantedAloe1_FEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedAloe1_FRschematic,blocks,Farming,"Aloe Vera (Seed, Fast Growth, Renewable) Recipe"
plantedAloe1_FR,blocks,Farming,"Aloe Vera (Seed, Fast Growth, Renewable)"
plantedAloe2_FR,blocks,Farming,"Aloe Vera (Growing, Fast Growth, Renewable)"
plantedAloe3_FR,blocks,Farming,"Aloe Vera (Fast Growth, Renewable)"
plantedAloe1_FRDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedAloe1_FTschematic,blocks,Farming,"Aloe Vera (Seed, Fast Growth, Thorny) Recipe"
plantedAloe1_FT,blocks,Farming,"Aloe Vera (Seed, Fast Growth, Thorny)"
plantedAloe2_FT,blocks,Farming,"Aloe Vera (Growing, Fast Growth, Thorny)"
plantedAloe3_FT,blocks,Farming,"Aloe Vera (Fast Growth, Thorny)"
plantedAloe1_FTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedAloe1_Eschematic,blocks,Farming,"Aloe Vera (Seed, Explosive) Recipe"
plantedAloe1_E,blocks,Farming,"Aloe Vera (Seed, Explosive)"
plantedAloe2_E,blocks,Farming,"Aloe Vera (Growing, Explosive)"
plantedAloe3_E,blocks,Farming,"Aloe Vera (Explosive)"
plantedAloe1_EDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedAloe1_EUschematic,blocks,Farming,"Aloe Vera (Seed, Explosive, Underground) Recipe"
plantedAloe1_EU,blocks,Farming,"Aloe Vera (Seed, Explosive, Underground)"
plantedAloe2_EU,blocks,Farming,"Aloe Vera (Growing, Explosive, Underground)"
plantedAloe3_EU,blocks,Farming,"Aloe Vera (Explosive, Underground)"
plantedAloe1_EUDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nA Hot Box is required to craft this."
plantedAloe1_EFschematic,blocks,Farming,"Aloe Vera (Seed, Explosive, Fast Growth) Recipe"
plantedAloe1_EF,blocks,Farming,"Aloe Vera (Seed, Explosive, Fast Growth)"
plantedAloe2_EF,blocks,Farming,"Aloe Vera (Growing, Explosive, Fast Growth)"
plantedAloe3_EF,blocks,Farming,"Aloe Vera (Explosive, Fast Growth)"
plantedAloe1_EFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedAloe1_EEschematic,blocks,Farming,"Aloe Vera (Seed, Extremely Explosive) Recipe"
plantedAloe1_EE,blocks,Farming,"Aloe Vera (Seed, Extremely Explosive)"
plantedAloe2_EE,blocks,Farming,"Aloe Vera (Growing, Extremely Explosive)"
plantedAloe3_EE,blocks,Farming,"Aloe Vera (Extremely Explosive)"
plantedAloe1_EEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExtremely Explosive: triggers a concealed explosive with a large payload when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedAloe1_ETschematic,blocks,Farming,"Aloe Vera (Seed, Explosive, Thorny) Recipe"
plantedAloe1_ET,blocks,Farming,"Aloe Vera (Seed, Explosive, Thorny)"
plantedAloe2_ET,blocks,Farming,"Aloe Vera (Growing, Explosive, Thorny)"
plantedAloe3_ET,blocks,Farming,"Aloe Vera (Explosive, Thorny)"
plantedAloe1_ETDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedAloe1_Rschematic,blocks,Farming,"Aloe Vera (Seed, Renewable) Recipe"
plantedAloe1_R,blocks,Farming,"Aloe Vera (Seed, Renewable)"
plantedAloe2_R,blocks,Farming,"Aloe Vera (Growing, Renewable)"
plantedAloe3_R,blocks,Farming,"Aloe Vera (Renewable)"
plantedAloe1_RDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedAloe1_RBschematic,blocks,Farming,"Aloe Vera (Seed, Renewable, Bonus) Recipe"
plantedAloe1_RB,blocks,Farming,"Aloe Vera (Seed, Renewable, Bonus)"
plantedAloe2_RB,blocks,Farming,"Aloe Vera (Growing, Renewable, Bonus)"
plantedAloe3_RB,blocks,Farming,"Aloe Vera (Renewable, Bonus)"
plantedAloe1_RBDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nBonus: further doubles crop yield.\n\nA Hot Box is required to craft this."
plantedAloe1_RUschematic,blocks,Farming,"Aloe Vera (Seed, Renewable, Underground) Recipe"
plantedAloe1_RU,blocks,Farming,"Aloe Vera (Seed, Renewable, Underground)"
plantedAloe2_RU,blocks,Farming,"Aloe Vera (Growing, Renewable, Underground)"
plantedAloe3_RU,blocks,Farming,"Aloe Vera (Renewable, Underground)"
plantedAloe1_RUDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nA Hot Box is required to craft this."
plantedAloe1_RFschematic,blocks,Farming,"Aloe Vera (Seed, Renewable, Fast Growth) Recipe"
plantedAloe1_RF,blocks,Farming,"Aloe Vera (Seed, Renewable, Fast Growth)"
plantedAloe2_RF,blocks,Farming,"Aloe Vera (Growing, Renewable, Fast Growth)"
plantedAloe3_RF,blocks,Farming,"Aloe Vera (Renewable, Fast Growth)"
plantedAloe1_RFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedAloe1_RTschematic,blocks,Farming,"Aloe Vera (Seed, Renewable, Thorny) Recipe"
plantedAloe1_RT,blocks,Farming,"Aloe Vera (Seed, Renewable, Thorny)"
plantedAloe2_RT,blocks,Farming,"Aloe Vera (Growing, Renewable, Thorny)"
plantedAloe3_RT,blocks,Farming,"Aloe Vera (Renewable, Thorny)"
plantedAloe1_RTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedAloe1_Tschematic,blocks,Farming,"Aloe Vera (Seed, Thorny) Recipe"
plantedAloe1_T,blocks,Farming,"Aloe Vera (Seed, Thorny)"
plantedAloe2_T,blocks,Farming,"Aloe Vera (Growing, Thorny)"
plantedAloe3_T,blocks,Farming,"Aloe Vera (Thorny)"
plantedAloe1_TDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedAloe1_TBschematic,blocks,Farming,"Aloe Vera (Seed, Thorny, Bonus) Recipe"
plantedAloe1_TB,blocks,Farming,"Aloe Vera (Seed, Thorny, Bonus)"
plantedAloe2_TB,blocks,Farming,"Aloe Vera (Growing, Thorny, Bonus)"
plantedAloe3_TB,blocks,Farming,"Aloe Vera (Thorny, Bonus)"
plantedAloe1_TBDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nBonus: further doubles crop yield.\n\nA Hot Box is required to craft this."
plantedAloe1_TUschematic,blocks,Farming,"Aloe Vera (Seed, Thorny, Underground) Recipe"
plantedAloe1_TU,blocks,Farming,"Aloe Vera (Seed, Thorny, Underground)"
plantedAloe2_TU,blocks,Farming,"Aloe Vera (Growing, Thorny, Underground)"
plantedAloe3_TU,blocks,Farming,"Aloe Vera (Thorny, Underground)"
plantedAloe1_TUDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nA Hot Box is required to craft this."
plantedAloe1_TFschematic,blocks,Farming,"Aloe Vera (Seed, Thorny, Fast Growth) Recipe"
plantedAloe1_TF,blocks,Farming,"Aloe Vera (Seed, Thorny, Fast Growth)"
plantedAloe2_TF,blocks,Farming,"Aloe Vera (Growing, Thorny, Fast Growth)"
plantedAloe3_TF,blocks,Farming,"Aloe Vera (Thorny, Fast Growth)"
plantedAloe1_TFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedAloe1_TEschematic,blocks,Farming,"Aloe Vera (Seed, Thorny, Explosive) Recipe"
plantedAloe1_TE,blocks,Farming,"Aloe Vera (Seed, Thorny, Explosive)"
plantedAloe2_TE,blocks,Farming,"Aloe Vera (Growing, Thorny, Explosive)"
plantedAloe3_TE,blocks,Farming,"Aloe Vera (Thorny, Explosive)"
plantedAloe1_TEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedAloe1_TRschematic,blocks,Farming,"Aloe Vera (Seed, Thorny, Renewable) Recipe"
plantedAloe1_TR,blocks,Farming,"Aloe Vera (Seed, Thorny, Renewable)"
plantedAloe2_TR,blocks,Farming,"Aloe Vera (Growing, Thorny, Renewable)"
plantedAloe3_TR,blocks,Farming,"Aloe Vera (Thorny, Renewable)"
